1,0.980199,1
2,1.9604,2
3,2.9406,3
4,3.92079,4
5,4.90099,5
6,5.88119,6
7,6.86139,7
8,7.84159,8
9,8.82179,9
10,9.80199,10
11,10.7822,11
12,11.7624,12
13,12.7426,13
14,13.7228,14
15,14.703,15
16,15.6832,16
17,16.6634,17
18,17.6436,18
19,18.6238,19
20,19.604,20
21,20.5841,21
22,21.5643,22
23,22.5444,23
24,23.5245,24
25,24.5045,25
26,25.4844,26
27,26.4641,27
28,27.4436,28
29,28.4227,29
30,29.4015,30
31,30.3797,31
32,31.3573,32
33,32.3342,33
34,33.3103,34
35,34.2856,35
36,35.2601,36
37,36.2339,37
38,37.2072,38
39,38.1802,39
40,39.1534,40
41,40.1274,41
42,41.103,42
43,42.0813,43
44,43.0633,44
45,44.0505,45
46,45.0447,46
47,46.0477,47
48,47.0617,48
49,48.089,49
50,49.1324,50
51,50.1946,51
52,51.2785,52
53,52.3874,53
54,53.5246,54
55,54.6933,55
56,55.897,56
57,57.1393,57
58,58.4235,58
59,59.753,59
60,61.1311,60
61,62.5612,61
62,64.0461,62
63,65.5887,63
64,67.1918,64
65,68.8577,65
66,70.5885,66
67,72.3861,67
68,74.2521,68
69,76.1877,69
71,80.2712,70
72,82.42,70
73,84.6402,70
74,86.9314,70
75,89.2929,70
76,91.7238,70
77,94.2227,70
78,96.7881,70
79,99.4182,70
80,102.111,70
81,104.864,70
82,107.675,70
83,110.54,70
84,113.458,70
85,116.426,70
86,119.439,70
87,122.495,70
88,125.59,70
89,128.722,70
90,131.886,70
91,135.079,70
92,138.298,70
93,141.54,70
94,144.799,70
95,148.075,70
96,151.362,70
97,154.657,70
98,157.959,70
99,161.262,70
101,167.863,271
102,171.155,272
103,174.438,273
104,177.709,274
105,180.966,275
106,184.205,276
107,187.426,277
108,190.625,278
109,193.801,279
110,196.953,280
111,200.077,281
112,203.174,282
113,206.24,283
114,209.276,284
115,212.279,285
116,215.249,286
117,218.185,287
118,221.085,288
119,223.949,289
120,226.777,290
121,229.568,291
122,232.32,292
123,235.035,293
124,237.712,294
125,240.35,295
126,242.95,296
127,245.511,297
128,248.033,298
129,250.517,299
130,252.963,300
131,255.371,301
132,257.741,302
133,260.073,303
134,262.368,304
135,264.627,305
136,266.849,306
137,269.036,307
138,271.187,308
139,273.304,309
140,275.386,310
141,277.435,311
142,279.451,312
143,281.435,313
144,283.387,314
145,285.308,315
146,287.198,316
147,289.059,317
148,290.891,318
149,292.695,319
150,294.471,320
151,296.22,321
152,297.943,322
153,299.64,323
154,301.313,324
155,302.961,325
156,304.586,326
157,306.188,327
158,307.767,328
159,309.325,329
160,310.862,330
161,312.379,331
162,313.876,332
163,315.354,333
164,316.813,334
165,318.255,335
166,319.679,336
167,321.087,337
168,322.478,338
169,323.853,339
